118.1
117.7
115.4
115.2
115.1
114.7
114.5
114.4
114.2
114
113.9
113.3
112.5
112.4
112.2
111.8
111.7
111.7
110.7
110.7
108.9
108
107.5
107.3
107
105.7
104.9
104.6
104.5
103.5
