100.2
99
95.6
94.9
94.8
94.7
94.2
93.5
93.3
93
92.9
92.9
92.8
91.7
91.6
91.4
91.2
91.1
90.4
90.4
89.7
89.5
89
88.9
88.3
86.4
86.4
86.3
81.9
