109.4
108.6
106.9
105.2
105.1
104.3
103.6
102.2
101.7
101
100.9
100.6
100.3
99.4
99.3
99
98.4
98.3
98.1
98.1
97.8
97.4
97
97
96.1
95.8
95.1
94.2
93.9
93.6
